epoch,train_loss,train_accuracy,val_loss,val_accuracy
30,0.04663560020847886,0.9860627177700348,0.0384361249955625,0.9872159090909091
31,0.044772230647857104,0.9882800126702566,0.047422148771478205,0.9772727272727273
32,0.04109585590688794,0.9851124485270827,0.029780397517077454,0.9914772727272727
33,0.033892418916991,0.9866962305986696,0.024870444607751615,0.9914772727272727
34,0.03313607796720897,0.9892302819132087,0.019958115835668814,0.9914772727272727
35,0.030488987691404127,0.9898637947418435,0.026577468260339545,0.9872159090909091
36,0.04216726956714998,0.9866962305986696,0.03848743968013547,0.984375
37,0.034760329782412475,0.9860627177700348,0.015902014515383846,0.9928977272727273
38,0.040550817747840265,0.9873297434273044,0.012333231990024533,0.9957386363636364
39,0.05123683249735452,0.9835286664554957,0.007847940601839748,1.0
40,0.05372251152423107,0.9803611023123219,0.013374030429986306,0.9957386363636364
41,0.037349627624298776,0.9876464998416218,0.015806937404373788,0.9957386363636364
42,0.041511516059123246,0.9847956921127653,0.023686322880993513,0.9900568181818182
43,0.046322769174385214,0.987012987012987,0.009743180403761058,0.9985795454545454
44,0.052009199306161866,0.9832119100411784,0.026064000039530747,0.9900568181818182
45,0.04291335698640482,0.9857459613557175,0.018115186244275803,0.9914772727272727
46,0.0379564768682949,0.9860627177700348,0.028015360368458045,0.9900568181818182
47,0.03458142895463177,0.9879632562559392,0.028877713619625534,0.9900568181818182
48,0.043161873354675306,0.9873297434273044,0.011153870918364688,0.9971590909090909
49,0.03803728197905884,0.9863794741843522,0.03656883213393898,0.9872159090909091
50,0.04263843046948126,0.9854292049414001,0.018985388194612988,0.9914772727272727
51,0.046998399987139484,0.9854292049414001,0.010719727581917223,0.9985795454545454
52,0.038902169444940446,0.9879632562559392,0.023516312686049125,0.9957386363636364
53,0.03576635740135298,0.9879632562559392,0.07095892873555633,0.9801136363636364
54,0.0414954188501467,0.9879632562559392,0.030178239833648233,0.9900568181818182
55,0.05733842721457048,0.9822616407982262,0.025803835432849486,0.9928977272727273
56,0.044995241385127296,0.9832119100411784,0.0246341132508612,0.9943181818181818
57,0.0395130019663184,0.9873297434273044,0.018681094511107818,0.9914772727272727
58,0.03195155984098844,0.9892302819132087,0.028519687579236317,0.9928977272727273
59,0.04664953878429257,0.9841621792841305,0.018672772994085044,0.9943181818181818
60,0.03625666271457731,0.9882800126702566,0.028765714801486618,0.9914772727272727
61,0.03764124172316356,0.9879632562559392,0.046831066255683916,0.9886363636363636
62,0.04351816829552667,0.9863794741843522,0.028868223672775042,0.9914772727272727
63,0.043227039158198456,0.9866962305986696,0.01807232763134049,0.9914772727272727
64,0.052162904523411824,0.9857459613557175,0.027316133611417503,0.9914772727272727
65,0.047792869755255075,0.982895153626861,0.019339214400547047,0.9928977272727273
66,0.041066685690593935,0.9882800126702566,0.011678549813289217,0.9928977272727273
67,0.05121434660454403,0.9847956921127653,0.01987674942923108,0.9914772727272727
68,0.047494633835293544,0.9838454228698131,0.019684138424715704,0.9886363636363636
69,0.02577447050634414,0.9917643332277478,0.03744303681940602,0.9886363636363636
70,0.03652870878247977,0.9892302819132087,0.020747569220309906,0.9943181818181818
71,0.0485131818971084,0.9838454228698131,0.013359775062946772,0.9957386363636364
72,0.055528853954676764,0.9832119100411784,0.024838719209417996,0.9928977272727273
73,0.03380808411395375,0.9879632562559392,0.02265950383298332,0.9957386363636364
74,0.03904623236869358,0.9866962305986696,0.022498110550011254,0.9928977272727273
75,0.03748173512826495,0.9863794741843522,0.010344212915614744,0.9971590909090909
76,0.031643536233465476,0.9901805511561609,0.01280170016219596,0.9985795454545454
77,0.04810319246307975,0.9844789356984479,0.03143575163928538,0.9900568181818182
78,0.03269906722143236,0.9895470383275261,0.016707156039377547,0.9957386363636364
79,0.04668046929329667,0.9847956921127653,0.020643879561579193,0.9957386363636364
80,0.025717547832461395,0.991130820399113,0.019600959420627492,0.9943181818181818
81,0.047582174859461236,0.9876464998416218,0.014710675259597007,0.9957386363636364
82,0.052918863826580675,0.9825783972125436,0.013941644980646246,0.9957386363636364
83,0.07213585833152239,0.9775102945834653,0.017758051026083358,0.9914772727272727
84,0.04758198247491053,0.9860627177700348,0.015839554074442607,0.9943181818181818
85,0.03893333547536961,0.9847956921127653,0.02424315900928129,0.9914772727272727
86,0.029026398539303267,0.9889135254988913,0.01134055944963951,0.9957386363636364
87,0.03630232639614295,0.9901805511561609,0.0480594585692002,0.9786931818181818
88,0.042763170123281374,0.9857459613557175,0.05237080206015063,0.9758522727272727
89,0.05446849817573563,0.9784605638264174,0.021656220724583942,0.9914772727272727
90,0.05245555769414006,0.9841621792841305,0.018767632660456002,0.9914772727272727
91,0.04015265902971162,0.9873297434273044,0.02282134876970138,0.9943181818181818
92,0.03130126748109975,0.9876464998416218,0.0185577403873057,0.9943181818181818
93,0.03011876930461519,0.9889135254988913,0.01648624785974045,0.9928977272727273
94,0.03828014933734643,0.987012987012987,0.028030096800979332,0.9928977272727273
95,0.039084510624319356,0.987012987012987,0.019432813236066562,0.9900568181818182
96,0.03003316405264548,0.9898637947418435,0.013555331516809847,0.9957386363636364
97,0.0367305170282524,0.9873297434273044,0.01856927735736297,0.9928977272727273
98,0.04806777187464335,0.9822616407982262,0.007747279806833066,0.9985795454545454
99,0.06305506657291618,0.9800443458980045,0.04304689588025212,0.9857954545454546
100,0.04427660843580867,0.9860627177700348,0.03307735652990893,0.9928977272727273
