loss,accuracy,val_loss,val_accuracy
0.00014055351493880153,1.0,3.6661026570072863e-07,1.0
0.0035249399952590466,0.9993664622306824,4.3337845454516355e-06,1.0
0.00016649589815642685,1.0,1.2720936410914874e-06,1.0
0.00017662638856563717,1.0,3.832583956864255e-07,1.0
0.002466572681441903,0.9996832609176636,3.501697938190773e-05,1.0
0.0019728788174688816,0.9996832609176636,5.252503615338355e-05,1.0
0.005451367236673832,0.9996832609176636,2.8026556719851214e-06,1.0
0.004731173161417246,0.9987329840660095,4.318148785387166e-05,1.0
0.0007878936012275517,1.0,2.874525307561271e-06,1.0
0.0007342968019656837,0.9996832609176636,1.84492321864127e-07,1.0
0.00010571019083727151,1.0,1.876650230769883e-07,1.0
0.0009643511148169637,0.9996832609176636,1.4844029465166386e-05,1.0
0.006089877802878618,0.999049723148346,5.390911610447802e-06,1.0
0.0008907023584470153,0.9993664622306824,4.1999456357189047e-07,1.0
1.72486270457739e-05,1.0,3.6237619838175306e-07,1.0
0.009394891560077667,0.9980994462966919,1.6093412114059902e-06,1.0
0.0034191852901130915,0.9987329840660095,2.3349759885604726e-06,1.0
0.0019037360325455666,0.999049723148346,6.960477549000643e-06,1.0
0.0004860173212364316,0.9996832609176636,6.343573204503627e-07,1.0
9.95217269519344e-05,1.0,2.5374880863182625e-08,1.0
1.3963583569420734e-06,1.0,2.0617093809960352e-08,1.0
0.003053993219509721,0.9993664622306824,1.057287679628871e-08,1.0
8.558390254620463e-05,1.0,4.533074843493523e-06,1.0
0.008150789886713028,0.9977827072143555,9.077820323000196e-06,1.0
0.0051712035201489925,0.9980994462966919,0.0009438818087801337,1.0
0.000665755826048553,0.9996832609176636,3.6026054317517264e-07,1.0
